N = 10
a_0 = 0
a_k	b_k
0.0	-0.007277725736448833
0.0	0.010935785538577979
0.0	-0.01461703327050044
0.0	0.018329453337085317
0.0	-0.02208125368662138
0.0	0.025880927958110235
0.0	-0.029737322039734407
0.0	0.033659706169540504
0.0	-0.037657853862058166
Похибка наближення = [0.9999999999938579, 1.0006544313221852, 1.0018544509868064, 1.0059114681558425, 0.9674698677828434, 0.9932808579851246, 0.9953410506691466, 0.9958668590213676, 0.9958231510261529, 0.9953273199300934, 0.9941913109667707, 0.9916704785805958, 0.9842877460686189, 0.8809275104041961, 1.0244336572441957, 1.012417201300643, 1.009278709553809, 1.0082462199506865, 1.0082694102612568, 1.0092690168368759, 1.0118573482507764, 1.0187660046033806, 1.0547192731794082, 0.9411055655762733, 0.9795504547993553, 0.9865549850862788, 0.9890143122569248, 0.9897332134174511, 0.9892577026294778, 0.9873006664997583, 0.9821423955586712, 0.9633757179834416, 1.2321137030545295, 1.0281522653007957, 1.0158612485720995, 1.0119126437057204, 1.0104266733715157, 1.010256687756809, 1.0113256117163136, 1.0144988703402449, 1.0242462721753072, 1.1290237795790972, 0.9645078710903889, 0.9840763913570462, 0.9891692647267252, 0.9911718646870609, 0.99185633797931, 0.9915977606752144, 0.9901247237985366, 0.9857572183845842, 0.9641874343580596, 1.044994907979462, 1.0132042910575958, 1.007857472933223, 1.0058469641633856, 1.0049708227180696, 1.0047114162962882, 1.0050097673645693, 1.0062596488092908, 1.01104244407165, 0.8844437963716231, 0.9927181124500979, 0.9966017249686449, 0.9979126187628188, 0.9985623311460302, 0.9989605104021059, 0.9992609466648246, 0.9995728281614111, 1.0001400884660698, 1.0043408756208634, 0.9969482883148745, 0.9980710115332768, 0.9982792352092563, 0.9982528637114323, 0.9980607183675173, 0.9976513049068823, 0.9968224674831646, 0.9948299646409555, 0.9861307847273553, 1.0249980259910438, 1.0074086751308238, 1.0048392865950977, 1.0039855480785276, 1.0037595412221274, 1.003960439998352, 1.004687695138135, 1.0065190699149587, 1.0126184010868933, 0.33626305281542085, 0.9876263942911364, 0.9933708442727391, 0.9951134706454071, 0.9957755377311053, 0.9958937927876588, 0.995532836170697, 0.994410069370769, 0.9910931869634687, 0.9664572496398549, 1.016421234667787, 1.006620357056425, 1.0043232817894525, 1.0034183537630894, 1.0030619786164174, 1.0030584375613396, 1.0034545204164695, 1.0047019535136446, 1.0101865134566805, 0.9797221630711308, 0.9954955014414063, 0.9975569497936889, 0.9983284713994498, 0.9987071668828215, 0.9989096635344988, 0.9990065866012701, 0.9990064339529504, 0.9987977411977228, 0.9852640426431849, 0.9999465600357412, 0.9996302685615086, 0.9994856018309789, 0.9993499935624419, 0.9991706697348448, 0.9988844654575546, 0.9983411992720969, 0.9969675491116852, 0.9883415853474977, 1.008324068716842, 1.003566788443864, 1.0025653535601637, 1.0022397169664055, 1.0022133599040888, 1.0024358935928763, 1.003026143299185, 1.004508030027163, 1.0103552124773043, 0.9693427941737319, 0.9934742851625383, 0.9960622953678812, 0.9969274672281602, 0.9972317110151787, 0.9972068124003526, 0.9968365041454259, 0.9958221395834242, 0.9925856898171667, 0.9198849168589185, 1.0086172463998277, 1.004203031888194, 1.0029378518238803, 1.0024286551921024, 1.0022602169238157, 1.0023483502728885, 1.0027855527609555, 1.0041134887842837, 1.0119584895699365, 0.9908903534325213, 0.9969092828445568, 0.9981509252617551, 0.9986520352032645, 0.9988944725299428, 0.9990039474326763, 0.9990102728569752, 0.9988667100923048, 0.9981642711286619, 1.0050349970359709, 1.0004520078743753, 1.0000324732662584, 0.9998503105884888, 0.9997134970964213, 0.9995621394772533, 0.9993395488272362, 0.9989174757649474, 0.9977449804667639, 0.981161195007151, 1.0039701516469388, 1.0021196470875189, 1.001646092928876, 1.0015091938316376, 1.001552378325634, 1.0017765726139924, 1.0023117402396757, 1.0037113386988465, 1.0109929096345578, 0.9882773135397914, 0.9958845764583155, 0.9972828911343199, 0.9977765745628364, 0.997923395154541, 0.99783274674486, 0.9974489080017181, 0.9964333272283548, 0.9927275525054569, 1.0440168619819032, 1.005417952990847, 1.0030140253938278, 1.0022277517053397, 1.0019137883415956, 1.0018428016453231, 1.0019862016755454, 1.0024744943259463, 1.004016141348115, 1.0209557135029665, 0.9946007492772737, 0.9976803924871193, 0.9985028960292683, 0.9988523555531272, 0.9990150176263709, 0.9990673057986806, 0.9990118796014261, 0.9987465998419681, 0.9973188086022743, 1.0026435202048982, 1.000560033921031, 1.0001851453233401, 1.000012174261201, 0.9998877727738212, 0.9997588487859446, 0.999575128464597, 0.9992176337176538, 0.9980768876255082, 1.0256190774160254, 1.0022592673844664, 1.0014067580916888, 1.0011669053099854, 1.0011187339895606, 1.0011951874996132, 1.0014214756913447, 1.0019418943960636, 1.0034075432385354, 1.0161737732714662, 0.9936753853292796, 0.9971174118443493, 0.9979541713379235, 0.9982539766735963, 0.9983138624044773, 0.9981815471462524, 0.9977726871069796, 0.9966777674399979, 0.9917306002483174, 1.0136182869754553, 1.0038049212071303, 1.002335699513815, 1.00181142095185, 1.0016116779969322, 1.0016030593775973, 1.001792346369409, 1.0023545305559478, 1.0043068677093194, 0.827026018896974, 0.9962988013259052, 0.9981409229590277, 0.9987228163937435, 0.9989774113896737, 0.9990866592220047, 0.9990961795291876, 0.9989848605831515, 0.9985736470345415, 0.9953479047198956, 1.0018431087462842, 1.0005769229736967, 1.0002582988009043, 1.000102272418195, 0.9999913448540592, 0.9998802459931154, 0.9997238040856333, 0.9994054930393295, 0.9981595845062802, 1.0048489337842579, 1.001426149394154, 1.0010002262819888, 1.0008805617244838, 1.000881001787054, 1.000977149440517, 1.001209108809413, 1.0017424615755484, 1.0034215857889581, 1.1032482775355554, 0.9959773482858848, 0.9978314091284511, 0.9983648645636459, 0.9985499168908079, 0.9985540147851233, 0.9983881947214858, 0.9979400179347412, 0.996681133107587, 0.9884856372243565, 1.0073235541741334, 1.002884411834637, 1.001914034426075, 1.0015491049401328, 1.0014244804373427, 1.0014627963645126, 1.0016989480790477, 1.0023694683448225, 1.0051084050153436, 0.986169152445011, 0.9972156108695702, 0.9984329173354568, 0.9988643824894786, 0.9990543481394372, 0.9991235519680629, 0.9990954597945239, 0.9989227146588938, 0.9982985308256145, 0.9833316690219748, 1.001445145204428, 1.0005724607862556, 1.0003014732003648, 1.0001621610800269, 1.00006370528329, 0.9999676660505473, 0.9998331052290956, 0.9995418643744243, 0.9979619991722697, 1.0021243375233448, 1.0009618845295079, 1.0007452820452107, 1.0006939203030178, 1.000724094299182, 1.0008343332591065, 1.001076567472023, 1.0016485131447928, 1.0037694601133929, 0.9843375520507026, 0.997170205335716, 0.9982792734468465, 0.9986328262997676, 0.9987433842370702, 0.9987069026211699, 0.998508778378409, 0.998002836043138, 0.9964576378748936, 0.9735468141939051, 1.0047994126343922, 1.002315753154574, 1.0016385317766865, 1.0013784980291733, 1.0013083311319473, 1.0013873307148107, 1.0016779443514832, 1.0025102930034164, 1.00696662950461, 0.993192038445684, 0.9977612757449198, 0.9986239265033542, 0.9989549008823142, 0.999097467043001, 0.9991333034699089, 0.999067274606825, 0.998817549225369, 0.9978348287182499, 1.011160724083902, 1.0012166931995095, 1.0005666680712837, 1.000333297968051, 1.0002088787366534, 1.0001218793753706, 1.0000396944503225, 0.9999255398463913, 0.999658021070624, 0.9968847445259982, 1.001150742464284, 1.000677257981675, 1.0005739055113012, 1.0005644887211915, 1.0006147059161987, 1.000736969873784, 1.0009950291858916, 1.0016358917239478, 1.004692271460572, 0.993594456310168, 0.9978646699968939, 0.9985755223144643, 0.9988143373364045, 0.9988725239813442, 0.9988028197907077, 0.9985692737244675, 0.997979941280737, 0.995932895502761, 1.0435634208629507, 1.0035121311621598, 1.0019464491651182, 1.0014545459514812, 1.0012683573611663, 1.0012415180912058, 1.001360458129422, 1.0017197771549249, 1.002802987516965, 1.0125150491430022, 0.9955446932457923, 0.9981049868524041, 0.998748927997463, 0.9990089221421126, 0.9991141440100695, 0.9991191365529287, 0.9990103002732862, 0.9986546183231042, 0.99696678131767, 1.004370501378532, 1.001077944961203, 1.0005662954668135, 1.000362314833643, 1.0002509855073698, 1.000174931956807, 1.0001068458473357, 1.0000152065873666, 0.999778858004711, 1.0166790389658196, 1.0006801430447372, 1.0004892157061664, 1.00045203534916, 1.0004702282214368, 1.0005353440317244, 1.000669479552113, 1.0009503019313475, 1.0017029382789715, 1.007276659362284, 0.9962047630068133, 0.9983008409832437, 0.9987781894851818, 0.998939128856025, 0.9989575056534438, 0.9988573257597451, 0.9985814247434939, 0.9978705944354966, 0.994865587165037, 1.0109184797224193, 1.0027682215156815, 1.001700365014017, 1.0013327959930118, 1.0012020444920244, 1.0012131066949075, 1.001375586111524, 1.0018267798645633, 1.0033226754760034, 1.1050710329573643, 0.9966666018645352, 0.9983266294736347, 0.9988269701012145, 0.9990341668290321, 0.9991076441732407, 0.9990811139295762, 0.9989194690689371, 0.9984062541075801, 0.9949432601791642, 1.0028378789453927, 1.0009944295340458, 1.0005742160584237, 1.0003933694923082, 1.0002937965997798, 1.0002289026885707, 1.0001768045466224, 1.000114452535268, 0.9999399672265498, 1.0010443578080008, 1.0004114770449282, 1.0003566252383005, 1.0003608442195375, 1.00039853530593, 1.000475908710208, 1.0006230418998576, 1.0009357537408203, 1.0018698061827378, 1.0243889711901017, 0.9973784507746271, 0.9985888550023645, 0.9989190613358407, 0.9990239175104159, 0.9990094263236441, 0.9988782166987938, 0.9985485411549516, 0.9976556206626271, 0.9924474314534123, 1.0061039150424829, 1.0023072780605007, 1.0015366267447217, 1.001257001239529, 1.0011707958509004, 1.0012183704946267, 1.0014324859285715, 1.0020127272256418, 1.0042525238071998, 0.984082802288667, 0.9972884094347892, 0.9984672256018985, 0.9988684117097925, 0.9990341777647486, 0.9990783229099633, 0.9990164507355889, 0.9987848259975256, 0.998018770804557, 0.9861729540336539, 1.0021947465174414, 1.000949627415429, 1.0005923858309713, 1.000430052198732, 1.0003415375405804, 1.0002889776311101, 1.0002570011546925, 1.000238461503781, 1.0002299071637424, 1.0002299070933476, 1.0002384614794078, 1.0002570011388858, 1.0002889776183594, 1.0003415375287912, 1.000430052186497, 1.0005923858165837, 1.0009496273952276, 1.0021947464757082, 0.9861729542682193, 0.9980187708357914, 0.9987848260153197, 0.9990164507490831, 0.999078322921905, 0.9990341777766504, 0.9988684117231403, 0.9984672256193042, 0.9972884094645742, 0.984082802456619, 1.0042525237624054, 1.0020127272048498, 1.0014324859139687, 1.0012183704823117, 1.001170795839113, 1.0012570012268667, 1.001536626729164, 1.0023072780369071, 1.0061039149789692, 0.9924474315323568, 0.9976556206878341, 0.9985485411710153, 0.9988782167116333, 0.9990094263354334, 0.9990239175225685, 0.998919061350013, 0.9985888550219884, 0.9973784508135868, 1.0243889707879563, 1.0018698061497926, 1.0009357537225798, 1.0006230418861886, 1.0004759086982054, 1.0003985352940465, 1.000360844206306, 1.0003566252212228, 1.0004114770163457, 1.0010443576747523, 0.9999399672745882, 1.0001144525566303, 1.000176804561421, 1.0002289027009497, 1.0002937966115502, 1.0003933695048652, 1.000574216073712, 1.000994429556842, 1.0028378790028052, 0.9949432600881257, 0.9984062540813775, 0.9989194690525665, 0.9990811139166204, 0.9991076441614297, 0.9990341668169391, 0.998826970087225, 0.9983266294545116, 0.9966666018278618, 1.1050710342003045, 1.0033226755107738, 1.001826779883255, 1.0013755861253653, 1.0012131067069683, 1.0012020445038872, 1.001332796006127, 1.001700365030777, 1.0027682215431504, 1.0109184798327442, 0.9948655871132307, 0.9978705944135285, 0.9985814247284928, 0.9988573257473015, 0.9989575056416916, 0.9989391288435743, 0.9987781894701608, 0.998300840961217, 0.9962047629546197, 1.0072766594708, 1.00170293830633, 1.000950301948071, 1.0006694795652105, 1.0005353440435771, 1.0004702282334925, 1.0004520353630004, 1.000489215724866, 1.0006801430795524, 1.0166790402878485, 0.9997788579680765, 1.000015206568246, 1.000106845833341, 1.0001749319447044, 1.0002509854955437, 1.000362314820662, 1.0005662954503933, 1.001077944934856, 1.004370501285617, 0.9969667813743646, 0.9986546183457938, 0.9990103002885329, 0.9991191365654634, 0.9991141440218257, 0.999008922154482, 0.9987489280122566, 0.9981049868737694, 0.9955446932938897, 1.0125150490103458, 1.002802987488404, 1.0017197771378494, 1.001360458116187, 1.0012415180793148, 1.0012683573491505, 1.0014545459377895, 1.0019464491468286, 1.0035121311290378, 1.043563420432966, 0.9959328955414902, 0.9979799413003116, 0.9985692737386211, 0.9988028198028531, 0.9988725239931333, 0.9988143373492512, 0.9985755223305498, 0.9978646700221744, 0.9935944563899607, 1.0046922713976185, 1.0016358917004282, 1.000995029170361, 1.0007369698611353, 1.0006147059044184, 1.0005644887088792, 1.0005739054966958, 1.0006772579608676, 1.0011507424193955, 0.9968847446927155, 0.9996580211003813, 0.9999255398637955, 1.0000396944636758, 1.0001218793872826, 1.0002088787486116, 1.0003332979815738, 1.0005666680891385, 1.0012166932309534, 1.0111607243314862, 0.9978348286768968, 0.9988175492052503, 0.9990672745924734, 0.9991333034576948, 0.9990974670312254, 0.9989549008695731, 0.9986239264875534, 0.9977612757205444, 0.9931920383751962, 1.0069666295748936, 1.0025102930277827, 1.0016779443672923, 1.0013873307275678, 1.0013083311437467, 1.0013784980414246, 1.0016385317911036, 1.002315753174843, 1.004799412676436, 0.9735468139687572, 0.9964576378438166, 0.9980028360253862, 0.9985087783649323, 0.9987069026092357, 0.9987433842251693, 0.9986328262864127, 0.9982792734294171, 0.9971702053058364, 0.9843375518792057, 1.003769460157936, 1.0016485131655348, 1.0010765674866056, 1.0008343332714116, 1.000724094310965, 1.0006939203156802, 1.0007452820607752, 1.0009618845531274, 1.0021243375870816, 0.9979619990936288, 0.9995418643492373, 0.9998331052130324, 0.9999676660377018, 1.0000637052714894, 1.0001621610678557, 1.0003014731861595, 1.0005724607665554, 1.0014451451651334, 0.9833316693906108, 0.9982985308583215, 0.9989227146770674, 0.9990954598081605, 0.999123551980046, 0.9990543481513069, 0.9988643825026997, 0.998432917352527, 0.9972156108981508, 0.9861691525784088, 1.0051084049673258, 1.0023694683234579, 1.0016989480642424, 1.001462796352124, 1.0014244804255585, 1.0015491049275547, 1.0019140344107482, 1.002884411811744, 1.0073235541160723, 0.9884856373138232, 0.9966811331336706, 0.9979400179510735, 0.9983881947344242, 0.9985540147969261, 0.9985499169028991, 0.9983648645776418, 0.9978314091475997, 0.9959773483226873, 1.1032482764429428, 1.0034215857543205, 1.0017424615568906, 1.0012091087955863, 1.0009771494284627, 1.000881001775193, 1.0008805617113654, 1.0010002262652167, 1.0014261493666399, 1.004848933673142, 0.9981595845579423, 0.9994054930612821, 0.9997238041006348, 0.9998802460055657, 0.9999913448658235, 1.0001022724306663, 1.0002582988159645, 1.0005769229958235, 1.0018431087990978, 0.9953479046140297, 0.998573647007349, 0.9989848605664846, 0.9990961795161197, 0.9990866592101709, 0.9989774113776322, 0.9987228163799148, 0.9981409229403395, 0.9962988012911056, 0.8270260176228315, 1.0043068677459672, 1.0023545305750787, 1.0017923463834144, 1.0016030593897132, 1.0016116780087763, 1.0018114209648585, 1.002335699530287, 1.003804921233624, 1.0136182870702681, 0.9917306001922945, 0.9966777674174058, 0.9977726870917696, 0.9981815471337361, 0.9983138623927308, 0.9982539766612303, 0.9979541713231258, 0.9971174118229592, 0.9936753852810017, 1.0161737734025489, 1.0034075432670255, 1.0019418944131175, 1.0014214757045707, 1.0011951875115013, 1.0011187340015781, 1.0011669053236847, 1.0014067581099992, 1.0022592674176696, 1.0256190778605985, 0.9980768875868673, 0.9992176336980917, 0.9995751284504425, 0.9997588487737921, 0.9998877727620189, 1.0000121742483308, 1.0001851453072073, 1.0005600338956138, 1.0026435201236024, 0.9973188086643071, 0.998746599865363, 0.9990118796169067, 0.9990673058113012, 0.9990150176381318, 0.9988523555654238, 0.9985028960438587, 0.9976803925079071, 0.9946007493221023, 1.0209557133355847, 1.0040161413183262, 1.0024744943085244, 1.0019862016621763, 1.0018428016333933, 1.0019137883296139, 1.0022277516917804, 1.0030140253759003, 1.0054179529591596, 1.0440168617185224, 0.992727552546402, 0.9964333272483861, 0.9974489080160323, 0.9978327467570534, 0.9979233951663037, 0.9977765745755701, 0.9972828911501197, 0.9958845764827081, 0.988277313610529, 1.0109929095645749, 1.0037113386745138, 1.0023117402238768, 1.0017765726012378, 1.0015523783138325, 1.0015091938193799, 1.0016460929144442, 1.0021196470672138, 1.0039701516047255, 0.9811611952279177, 0.9977449804977732, 0.998917475782687, 0.9993395488407133, 0.9995621394891948, 0.9997134971083366, 0.9998503106018704, 1.0000324732837456, 1.0004520079044532, 1.0050349972148176, 0.9981642710845946, 0.9988667100716627, 0.9990102728424377, 0.9990039474203991, 0.9988944725181806, 0.998652035190621, 0.9981509252462122, 0.9969092828209751, 0.9908903533690215, 1.0119584896489406, 1.0041134888095185, 1.002785552777045, 1.0023483502857569, 1.0022602169356407, 1.0024286552043058, 1.0029378518381367, 1.0042030319080033, 1.0086172464395806, 0.9198849165288893, 0.992585689784765, 0.9958221395653373, 0.9968365041318313, 0.9972068123883957, 0.9972317110033283, 0.9969274672149551, 0.996062295350826, 0.993474285133976, 0.9693427940404526, 1.0103552125253072, 1.0045080300485276, 1.0030261433139942, 1.002435893605271, 1.0022133599158827, 1.0022397169789992, 1.0025653535755188, 1.0035667884668262, 1.0083240687753579, 0.9883415852589941, 0.9969675490856671, 0.9983411992557804, 0.9988844654446182, 0.9991706697230363, 0.9993499935503367, 0.9994856018169544, 0.9996302685422905, 0.9999465599986355, 0.9852640435152618, 0.9987977412320671, 0.999006433971525, 0.9990065866150545, 0.9989096635465246, 0.9987071668946588, 0.9983284714125439, 0.9975569498104275, 0.9954955014688399, 0.9797221631809249, 1.0101865134047132, 1.0047019534916246, 1.0034545204014291, 1.003058437548856, 1.0030619786046167, 1.0034183537505703, 1.004323281774314, 1.0066203570341141, 1.0164212346138715, 0.9664572497413413, 0.991093186990378, 0.9944100693873359, 0.9955328361837091, 0.9958937927994528, 0.9957755377431121, 0.9951134706591982, 0.9933708442913708, 0.9876263943257703, 0.3362630534547106, 1.0126184010500954, 1.006519069895783, 1.0046876951241017, 1.0039604399862117, 1.0037595412102565, 1.0039855480654822, 1.0048392865785616, 1.0074086751041582, 1.0249980258940758, 0.9861307847826899, 0.9948299646634532, 0.9968224674983425, 0.9976513049193854, 0.9980607183792605, 0.9982528637238041, 0.9982792352240751, 0.9980710115547335, 0.9969482883635883, 1.0043408754932812, 1.0001400884377607, 0.9995728281444225, 0.9992609466516366, 0.9989605103902466, 0.9985623311340401, 0.9979126187491525, 0.9966017249503915, 0.9927181124170875, 0.8844437959672597, 1.0110424441106198, 1.006259648828954, 1.0050097673787872, 1.0047114163084965, 1.0049708227299332, 1.0058469641763388, 1.007857472949501, 1.0132042910834034, 1.0449949080650076, 0.9641874342985246, 0.985757218361549, 0.9901247237832121, 0.991597760662695, 0.9918563379676341, 0.9911718646748536, 0.9891692647122561, 0.9840763913365006, 0.9645078710466923, 1.1290237797607308, 1.0242462722055987, 1.0144988703578486, 1.0113256117297975, 1.0102566877688364, 1.0104266733836023, 1.0119126437194217, 1.0158612485902854, 1.0281522653333135, 1.2321137033749314, 0.963375717943891, 0.9821423955389644, 0.9873006664856036, 0.9892577026173937, 0.9897332134057839, 0.9890143122442954, 0.9865549850706293, 0.9795504547753008, 0.9411055655083482, 1.0547192732518258, 1.0187660046280171, 1.011857348266706, 1.0092690168497185, 1.0082694102731364, 1.008246219963032, 1.0092787095683653, 1.0124172013211967, 1.024433657287479, 0.8809275102111975, 0.9842877460381318, 0.991670478563013, 0.9941913109533734, 0.9953273199182054, 0.9958231510142813, 0.9958668590080292, 0.9953410506517145, 0.9932808579551627, 0.9674698676069521, 1.0059114682000263, 1.0018544510074683, 1.0006544313367316, 1.0000000000061422]
